nose y,nose x,nose c,left eye y,left eye x,left eye c,right eye y,right eye x,right eye c,left ear y,left ear x,left ear c,right ear y,right ear x,right ear c,left shoulder y,left shoulder x,left shoulder c,right shoulder y,right shoulder x,right shoulder c,left elbow y,left elbow x,left elbow c,right elbow y,right elbow x,right elbow c,left wrist y,left wrist x,left wrist c,right wrist y,right wrist x,right wrist c,left hip y,left hip x,left hip c,right hip y,right hip x,right hip c,left knee y,left knee x,left knee c,right knee y,right knee x,right knee c,left ankle y,left ankle x,left ankle c,right ankle y,right ankle x,right ankle c,Timestamp
0.1973668,0.501034,0.012723553,0.16010499,0.55587673,0.012694461,0.16825914,0.4784217,0.0074728206,0.11758453,0.59054804,0.008014089,0.054589145,0.68767357,0.022345284,0.20061225,0.59657615,0.021471918,0.23930743,0.5722701,0.026063316,0.45625967,0.6915967,0.01581111,0.42008334,0.33209378,0.012222435,0.55122256,0.6252578,0.0053184554,0.5146706,0.40296602,0.0054538795,0.49840587,0.49061805,0.02810941,0.8439301,0.27607605,0.046934158,0.5783833,0.74103785,0.017363578,0.8766906,0.44722736,0.016580617,1.0047405,0.6339728,0.031710844,0.8407185,0.51560146,0.00574501,1.6938062626593313E9
0.19658272,0.50078815,0.011605001,0.1604025,0.5553563,0.011049378,0.16747737,0.4779569,0.007104668,0.11749085,0.5893142,0.007057136,0.030073341,0.65479416,0.021101732,0.19683951,0.59483284,0.017773952,0.2585107,0.5755883,0.025811087,0.45594347,0.69434184,0.01518412,0.41954988,0.33470833,0.0132922605,0.5499904,0.6588093,0.004523282,0.5151788,0.40453503,0.005742956,0.5020537,0.47054708,0.029634837,0.8396528,0.27171212,0.04336868,0.57935447,0.741605,0.01595305,0.8762581,0.44276762,0.013898123,1.0057805,0.6346632,0.035587985,0.8370213,0.49210835,0.0069248746,1.6938062626709656E9
0.19445157,0.5044912,0.012627867,0.15541868,0.5592265,0.0128969895,0.16593076,0.48238057,0.008452646,0.11328008,0.59473526,0.0064388276,0.038030565,0.6676358,0.024066115,0.19655564,0.59762985,0.018987274,0.24015394,0.57200956,0.026740896,0.45622712,0.69245327,0.015333609,0.4210039,0.31416982,0.014183563,0.54680896,0.6578307,0.0046331645,0.4928727,0.40133673,0.005503075,0.4994226,0.46885037,0.03097017,0.8440868,0.27594134,0.048340656,0.59068024,0.7405728,0.017856823,0.8717387,0.44633663,0.015075007,1.0021791,0.6355341,0.040005732,0.814496,0.51278305,0.006571905,1.6938062626827257E9
0.19438168,0.50062966,0.014653041,0.14079757,0.55970776,0.012881506,0.16548876,0.47895443,0.009456573,0.09664738,0.5952709,0.0067236223,0.027470892,0.5708363,0.018629692,0.19707045,0.5970674,0.02044392,0.20124823,0.571002,0.02663363,0.4567879,0.6979992,0.013863784,0.41927928,0.31782568,0.017836051,0.5491,0.6589961,0.0043905997,0.49274355,0.3989658,0.006139512,0.5177523,0.47234267,0.029416561,0.8411733,0.27293164,0.046743285,0.5888058,0.75949216,0.02512406,0.8519792,0.44642025,0.014018025,1.003771,0.63634396,0.051210254,0.8476266,0.51821274,0.0066260677,1.6938062626943198E9
0.19600609,0.50386196,0.011392711,0.1577079,0.5599512,0.01153457,0.16676271,0.48109478,0.007422563,0.11726637,0.5941469,0.006754647,0.03226438,0.60898566,0.016185315,0.19855843,0.5990906,0.017898498,0.26181817,0.57738954,0.024956195,0.45598817,0.6959423,0.013687321,0.41972846,0.335028,0.016853405,0.5501995,0.6605122,0.004592551,0.4926421,0.39941213,0.006441596,0.50184786,0.47096762,0.02896053,0.8398513,0.27714154,0.043295663,0.5896062,0.75852835,0.019680927,0.8737056,0.44826645,0.020115774,1.0025433,0.63526917,0.040749893,0.8413019,0.51959866,0.007960275,1.6938062627059474E9
0.19248131,0.49832794,0.0149901975,0.13951124,0.5571266,0.012743021,0.16273117,0.47713742,0.00899519,0.09535256,0.59365773,0.0066921883,0.024829473,0.57075304,0.018520603,0.17797302,0.60021,0.022934005,0.23806189,0.5716423,0.027853496,0.4561836,0.6938874,0.014400901,0.4175273,0.31681946,0.016795037,0.5494694,0.6558245,0.004375411,0.51416373,0.4017319,0.0058613806,0.5014335,0.47433293,0.029455898,0.83958673,0.28273112,0.05121244,0.590251,0.74303883,0.021520589,0.8781419,0.44559962,0.01758393,1.0047073,0.6357578,0.05243205,0.8431496,0.49476254,0.009766503,1.6938062627212764E9
0.19518529,0.50125563,0.01307781,0.14351839,0.558902,0.011437459,0.16228683,0.5202207,0.012130811,0.09985933,0.5898379,0.00617492,0.030524638,0.5665493,0.012548949,0.19583428,0.5942384,0.019564752,0.23903963,0.5696595,0.026984697,0.45972344,0.6950729,0.018558702,0.4202301,0.3140145,0.013053191,0.5476569,0.66797614,0.005298678,0.49511096,0.40198332,0.005731913,0.502128,0.47152624,0.029297866,0.84388685,0.29746,0.038768385,0.58668256,0.76038265,0.021249456,0.872092,0.4487973,0.016798519,1.0018823,0.63511264,0.04054375,0.83602256,0.5153352,0.00740614,1.6938062627397688E9
0.19170398,0.49927413,0.013871824,0.15403272,0.5551883,0.014336989,0.16282615,0.475842,0.009170892,0.111785814,0.59179616,0.008008394,0.054630652,0.711492,0.02920791,0.19385926,0.59784955,0.018941332,0.18063101,0.5712501,0.026945148,0.47770602,0.7007103,0.014810692,0.41794384,0.33571368,0.016381074,0.573362,0.6601177,0.004422701,0.51434845,0.4037115,0.006203655,0.500866,0.46942896,0.02920903,0.83950925,0.278458,0.04544262,0.5883105,0.7610916,0.023144932,0.8779452,0.4463527,0.017697074,1.0062702,0.63428617,0.038225178,0.84483683,0.5213357,0.006405466,1.6938062627519237E9
0.19362442,0.498524,0.013336111,0.15564327,0.55494744,0.012061243,0.16509247,0.47633797,0.008059559,0.11361095,0.5902628,0.006543342,0.029351091,0.61010736,0.018305456,0.19648167,0.5954418,0.018523913,0.24078992,0.5748061,0.025569193,0.45892224,0.69571733,0.013545624,0.41965672,0.33563918,0.01631829,0.549104,0.6586993,0.0041445056,0.5144002,0.40278262,0.006309241,0.51851296,0.47203332,0.027190708,0.8417896,0.26997855,0.043223046,0.58712125,0.7597413,0.024233574,0.8768608,0.4462832,0.02017381,1.0018551,0.63762456,0.054958276,0.8428273,0.5197648,0.008452342,1.6938062627714376E9
0.19528376,0.50101864,0.011491417,0.1585333,0.55692333,0.012613452,0.1588859,0.5412204,0.0137351155,0.10121917,0.59434366,0.005215777,0.15054339,0.5359003,0.01241178,0.20015953,0.598631,0.01969929,0.24283312,0.5760452,0.02494798,0.4764639,0.69714034,0.01484868,0.41942608,0.31693488,0.0132396985,0.5504823,0.65972805,0.0047557503,0.49563175,0.4002696,0.005863593,0.50359774,0.47139764,0.028632754,0.83911014,0.27740222,0.04579935,0.5899539,0.75808877,0.021952478,0.8786914,0.44604856,0.020563394,1.0025177,0.6364223,0.048613664,0.8434569,0.5193547,0.007933347,1.6938062627834096E9
0.19125953,0.5002458,0.014605722,0.13833086,0.5594764,0.012691145,0.16197807,0.4790256,0.009524015,0.09357398,0.59363556,0.0062423917,0.029943977,0.616692,0.025373712,0.194157,0.59636706,0.018203449,0.18238625,0.57310545,0.027306583,0.45751476,0.6920828,0.01540016,0.4183968,0.33637676,0.019603,0.5488584,0.65975976,0.004761367,0.5139358,0.40167007,0.00649374,0.49930176,0.4707952,0.03139456,0.8408642,0.24647737,0.04826979,0.5905772,0.7414028,0.02049783,0.8502936,0.44959003,0.016385986,1.002105,0.6362164,0.040822122,0.8411154,0.51748616,0.0073258644,1.693806262807454E9
0.19446503,0.5018885,0.011073738,0.1537356,0.5584793,0.011818048,0.15441775,0.5424001,0.0129604265,0.11211642,0.5909513,0.0061767353,0.028335324,0.5680547,0.012877504,0.19561577,0.59786975,0.016821418,0.23858133,0.5738896,0.023823692,0.45770574,0.6964196,0.014636616,0.41992396,0.33266804,0.011849224,0.5501617,0.6599916,0.0044072666,0.49355394,0.40101677,0.0055363933,0.5001022,0.47123075,0.030273318,0.8414091,0.27262798,0.04379595,0.5872999,0.75987613,0.024386194,0.87778634,0.44413286,0.020979531,1.0041173,0.63482225,0.046470974,0.8391321,0.49517602,0.009170124,1.6938062628193267E9
0.19163464,0.4990173,0.011835296,0.15453112,0.5550322,0.011681422,0.16144529,0.47611105,0.006786099,0.09711107,0.5925151,0.0053546494,0.029317304,0.6346675,0.021436477,0.19977197,0.59660894,0.018202465,0.2615893,0.57596856,0.024610788,0.4581537,0.69605803,0.01657777,0.4209703,0.3184469,0.018747784,0.5484873,0.659013,0.0049593784,0.5136596,0.4034208,0.0060268524,0.5213555,0.47353798,0.028416818,0.8407732,0.2491297,0.054572474,0.58659256,0.75810283,0.019945486,0.8744788,0.44604576,0.020061791,1.0036707,0.63474005,0.036327347,0.8337933,0.49443305,0.009863422,1.6938062628389512E9
0.18593751,0.49161208,0.00866981,0.15052535,0.54958725,0.011825949,0.1552052,0.46673858,0.006122651,0.11250653,0.56631833,0.005551422,0.047075327,0.6598033,0.029039621,0.19658904,0.5951929,0.017083755,0.18326941,0.32183382,0.00375911,0.4563455,0.67553437,0.017429592,0.4152448,0.3174706,0.014597262,0.5494112,0.66389227,0.005074399,0.51450515,0.40177903,0.005643204,0.52064896,0.46974453,0.027571382,0.8400607,0.27438372,0.04265444,0.573267,0.7603388,0.023987688,0.8468809,0.45406115,0.015982885,0.8130176,0.6393643,0.00817569,0.7934739,0.51776254,0.009039378,1.6938062628520534E9
0.17087764,0.49957222,0.013453996,0.13388121,0.55758554,0.012669905,0.15447885,0.4972009,0.010901,0.09241034,0.59651583,0.0056445794,0.029873237,0.61917573,0.023729488,0.19793004,0.59635663,0.02019363,0.16787043,0.3249531,0.004524237,0.4576289,0.69650865,0.017932478,0.41743442,0.3214884,0.01845734,0.5718936,0.6614528,0.0051733362,0.48911247,0.3841352,0.0075586787,0.52349436,0.4742461,0.028649809,0.84145665,0.27252284,0.047356512,0.59030485,0.75672793,0.022116343,0.87801903,0.4451172,0.020719092,1.0045509,0.6345311,0.039877705,0.844331,0.51645374,0.0066991397,1.6938062628710997E9
0.1704884,0.49709076,0.012145918,0.13554657,0.55529904,0.011655138,0.14030278,0.4497562,0.005374834,0.094598696,0.5963454,0.005799703,0.04048069,0.7012045,0.044799797,0.17617187,0.6013706,0.01908839,0.164269,0.32485208,0.0047623115,0.457245,0.69809353,0.015705023,0.4167791,0.317882,0.0171402,0.5498816,0.66603583,0.005025626,0.4927821,0.398666,0.006365355,0.5221334,0.47305605,0.028330341,0.8413605,0.27694136,0.049807046,0.57509273,0.7618241,0.023279788,0.8748631,0.44624957,0.021657655,1.0030904,0.6348591,0.039208326,0.84279716,0.5180727,0.007493968,1.6938062628910127E9
0.18563484,0.48922497,0.009223259,0.15119052,0.545547,0.01324909,0.15491483,0.4641368,0.006862341,0.09531706,0.562956,0.006863228,0.04049792,0.6749604,0.028472409,0.1946932,0.5930416,0.018632352,0.19957303,0.56885755,0.024878075,0.47666603,0.6977029,0.016127627,0.41480464,0.3186139,0.015212884,0.5712511,0.6626084,0.0048473435,0.49099022,0.37878,0.006640285,0.18849152,0.48366147,0.06859114,0.8367891,0.27965733,0.04497641,0.5892843,0.7581537,0.019148335,0.84822,0.4521589,0.019326175,1.0033901,0.6348853,0.040871367,0.823601,0.51909435,0.008802297,1.6938062629032042E9
0.1866297,0.4921686,0.010277689,0.14995521,0.5493675,0.012699711,0.15579925,0.46750066,0.0069113313,0.0945165,0.566784,0.00597467,0.036076363,0.69662684,0.034125954,0.19240654,0.59726334,0.016447658,0.23898196,0.57464707,0.024906842,0.47860676,0.699255,0.015444871,0.41716033,0.33636034,0.013817192,0.54830873,0.6649309,0.0053327116,0.51393783,0.3987529,0.0057699005,0.21000272,0.48354107,0.060342897,0.85560775,0.29771382,0.044024795,0.58736783,0.75988424,0.024553504,0.8472791,0.45246264,0.014699953,1.0029068,0.6343806,0.03065749,0.8097031,0.51351106,0.007290037,1.693806262922781E9
0.18550837,0.4903862,0.00946446,0.14980885,0.5468265,0.013319337,0.15412301,0.46531487,0.007086638,0.10846787,0.58840597,0.007334639,0.043954313,0.6723666,0.03244219,0.19495559,0.5958537,0.019358963,0.18256885,0.32413736,0.0051005417,0.4577117,0.6946668,0.015150189,0.41748065,0.31854987,0.016546022,0.54904073,0.6664064,0.0050676963,0.49376333,0.39833665,0.0057909163,0.2096312,0.48252806,0.060074963,0.8413195,0.276954,0.045189794,0.5882945,0.7604841,0.025852554,0.84485024,0.45218763,0.019355388,1.0037425,0.6346289,0.04141283,0.8176969,0.51678157,0.008518757,1.6938062629351733E9
0.1904429,0.49537098,0.011529945,0.15344846,0.55109185,0.013652993,0.16057919,0.47270852,0.0071818065,0.11177775,0.58886695,0.007839705,0.029767811,0.61065495,0.018494664,0.19600682,0.5959257,0.019098468,0.18256044,0.57073426,0.026371263,0.4554288,0.6941618,0.015782235,0.41835678,0.31532395,0.014171867,0.5502565,0.6624985,0.004747001,0.4947121,0.402222,0.00559045,0.5008711,0.46979532,0.029178385,0.8589109,0.29455054,0.04464941,0.5761472,0.7609916,0.018752987,0.84587026,0.45094192,0.01386237,1.0042456,0.6349373,0.041265313,0.8147985,0.5153951,0.0069679874,1.6938062629513326E9
0.17630403,0.49887607,0.015764335,0.13979597,0.5566962,0.014732786,0.16171312,0.4762547,0.010481226,0.09669324,0.572147,0.008278242,0.025056114,0.57347476,0.023165124,0.19269179,0.59722096,0.02092773,0.16370161,0.57020223,0.03276775,0.45514828,0.6947777,0.016762879,0.4178483,0.3200247,0.020186476,0.5492481,0.66069484,0.004938646,0.5133617,0.40137777,0.006590652,0.51843834,0.47181055,0.030763,0.8396131,0.27841523,0.0485683,0.5907179,0.7445954,0.020502644,0.87310064,0.44729483,0.019605685,1.0016177,0.63541067,0.038363457,0.8374566,0.51849985,0.008151305,1.693806262977044E9
0.17359611,0.49900767,0.012934175,0.15171614,0.5547557,0.014914271,0.15963538,0.47317117,0.007890208,0.112171225,0.59496,0.007402797,0.02834425,0.571586,0.01837726,0.19849238,0.59779024,0.019974856,0.24272361,0.57358134,0.025198152,0.4565025,0.6952855,0.016745402,0.41908616,0.32050535,0.021089444,0.55046034,0.66375333,0.005217121,0.4925003,0.40127045,0.0067726206,0.52122194,0.47159487,0.03029222,0.8401339,0.2716944,0.042665944,0.5740246,0.76088643,0.016334949,0.8465475,0.4511881,0.014840911,1.0042994,0.63309574,0.03452312,0.81326354,0.51675487,0.006976079,1.6938062629885702E9
0.16979192,0.49891877,0.013009476,0.13241592,0.5566088,0.012113549,0.15159835,0.51829207,0.011964086,0.08947586,0.59484255,0.005052778,0.02794685,0.6179468,0.024686843,0.19627278,0.5964934,0.018258268,0.18414697,0.5723006,0.025194347,0.45708355,0.69491714,0.01513891,0.41526517,0.31804043,0.01716413,0.5499095,0.66429996,0.0050391015,0.4917527,0.40036917,0.0059926705,0.500896,0.46942723,0.029757328,0.8432101,0.27767795,0.046330262,0.58963704,0.7577913,0.020880777,0.8506538,0.45099577,0.020275146,1.0024191,0.63640237,0.053832788,0.8426951,0.5197159,0.009341471,1.69380626300704E9
0.18648438,0.49736202,0.012516858,0.14886756,0.5552279,0.013587869,0.15528834,0.4750756,0.008486912,0.09250899,0.5962117,0.0050520664,0.05438389,0.6929703,0.031841636,0.1946358,0.597229,0.017764015,0.18251118,0.57117105,0.025057126,0.46035278,0.69676274,0.014100653,0.418395,0.3171503,0.016811084,0.5499772,0.6622906,0.0048392494,0.49375087,0.40031064,0.006147003,0.5025475,0.4512043,0.031456925,0.84114444,0.27730426,0.0490303,0.5791936,0.7456462,0.020823106,0.8770447,0.44697487,0.019290343,1.0077999,0.65275717,0.045716055,0.8320648,0.49511096,0.009813088,1.693806263019291E9
0.19285403,0.49776208,0.013288302,0.15469757,0.55535614,0.0140113635,0.16365169,0.47502977,0.008021459,0.11343636,0.5944307,0.006815409,0.028138675,0.57275325,0.01684046,0.20020792,0.5990442,0.019752981,0.18662581,0.5739076,0.025304269,0.45900643,0.6966114,0.015184314,0.41899568,0.33402213,0.014950098,0.54844576,0.66398156,0.00490203,0.5148533,0.40187693,0.0057640523,0.5178832,0.47280818,0.028651487,0.84145683,0.24626309,0.04884898,0.5862117,0.75723946,0.02137366,0.87334913,0.4490766,0.01796684,1.001226,0.63668835,0.035788238,0.83053535,0.515038,0.0068687587,1.6938062630431154E9
0.19276834,0.49861026,0.0130212,0.15447828,0.556369,0.01302424,0.16271463,0.47661972,0.007866983,0.113559835,0.59780014,0.0066104615,0.030863708,0.61816067,0.022367401,0.20106846,0.5984707,0.019910939,0.18259111,0.5500045,0.023850983,0.45779002,0.6935986,0.01730054,0.4205199,0.3176077,0.018071536,0.5510507,0.6309995,0.0047852625,0.49573764,0.40011844,0.006153768,0.5010408,0.4494055,0.033977713,0.8401364,0.27636972,0.04268904,0.5870914,0.7584126,0.023226863,0.87348384,0.44733918,0.020447085,1.0021954,0.6355872,0.042725988,0.81937045,0.51801485,0.009361217,1.693806263055489E9
0.191537,0.5009469,0.012148578,0.15399371,0.55714244,0.012233776,0.17775095,0.47693023,0.009775814,0.1143512,0.59496486,0.006000555,0.031671066,0.63746893,0.021460902,0.19933967,0.5967377,0.017773544,0.24205665,0.5759553,0.022777593,0.45399937,0.67396873,0.014600493,0.42004198,0.3179324,0.016331084,0.5493802,0.62698334,0.0048698615,0.49400005,0.40179083,0.005530762,0.51710045,0.47070393,0.02712801,0.842155,0.2780068,0.04990631,0.5884158,0.75855994,0.020185689,0.8472496,0.44983107,0.015362405,1.0042812,0.6347425,0.039606877,0.81461376,0.51542366,0.0071743918,1.6938062630749786E9
0.19082221,0.49559963,0.013396989,0.15333423,0.55281496,0.014299076,0.1598141,0.47394678,0.008504975,0.11033645,0.59387344,0.007880512,0.040459525,0.671713,0.03209332,0.19748877,0.5958696,0.021546278,0.18676548,0.32436198,0.0052406145,0.45519006,0.69375795,0.014513636,0.41686356,0.31782895,0.016290003,0.54866254,0.6591558,0.0045846207,0.49224064,0.38012776,0.006470423,0.5191326,0.47069848,0.028757364,0.8416604,0.302306,0.040674914,0.577801,0.7615418,0.019568458,0.85124224,0.45216164,0.014985166,1.0034747,0.63537854,0.040187806,0.8415251,0.5184996,0.0066882106,1.6938062630899482E9
0.18999642,0.49819267,0.013103918,0.1525726,0.55543315,0.013046073,0.15994608,0.47544044,0.008041007,0.113590375,0.59526,0.006561737,0.042437296,0.67883295,0.031976923,0.20072177,0.5961716,0.019363046,0.23793386,0.5484854,0.02313304,0.45651823,0.69327116,0.018423656,0.41950274,0.31761098,0.014983835,0.5491674,0.661202,0.0055212523,0.49452358,0.4029671,0.0055428473,0.5192015,0.47078568,0.028526431,0.8410944,0.30349857,0.040827572,0.57869303,0.74182093,0.016315084,0.84611046,0.4511336,0.014996727,1.0037022,0.6340796,0.039238267,0.81522226,0.5142917,0.0069255433,1.6938062631062947E9
0.19212691,0.49855858,0.0137963565,0.15440203,0.55492187,0.013694487,0.1617552,0.49845275,0.009965089,0.09527446,0.59568524,0.0059859366,0.028309232,0.57273436,0.017822016,0.19625866,0.5965152,0.0211254,0.21984898,0.5707048,0.028570928,0.45529482,0.69525903,0.016212976,0.41928726,0.31636435,0.0154129565,0.548984,0.65911335,0.0046905475,0.5162287,0.40533763,0.0060397657,0.5023814,0.44883806,0.03331321,0.8385693,0.27816555,0.042432513,0.5894018,0.75822085,0.019682404,0.874201,0.4484467,0.017551737,1.0016795,0.63524115,0.03957364,0.8326701,0.5153507,0.0070922463,1.6938062631266457E9
0.19370317,0.499814,0.010157176,0.15429541,0.5556339,0.0105565535,0.16374193,0.47582898,0.0057742572,0.112139605,0.59292305,0.0049198144,0.031248394,0.6119312,0.016780624,0.19849306,0.59781104,0.01770654,0.24241458,0.57282853,0.023493702,0.45613772,0.69606006,0.013740608,0.4206723,0.3155307,0.014711774,0.5500028,0.62730765,0.005030839,0.49257487,0.40155512,0.005269509,0.50042045,0.4683239,0.02878038,0.8422574,0.2711665,0.04359945,0.5770011,0.7436623,0.017400317,0.8477057,0.44846392,0.014285223,1.0052454,0.63595414,0.04118492,0.81805253,0.51461005,0.0056308983,1.6938062631433737E9
0.18951432,0.49677092,0.013259936,0.13718659,0.5542432,0.012868053,0.15936196,0.47427154,0.008303856,0.0942473,0.59045804,0.006243876,0.018990051,0.4586308,0.010653114,0.19669089,0.59566915,0.020607108,0.18330215,0.5713708,0.02684765,0.45825368,0.6965556,0.018105987,0.41882837,0.32095313,0.021257678,0.54963577,0.6630929,0.0050904453,0.49436086,0.4026645,0.0063500796,0.52005947,0.4705034,0.029653868,0.84185743,0.2753448,0.04498145,0.5865054,0.74398947,0.018491818,0.8444878,0.45405555,0.015057514,1.0064528,0.6540488,0.038887367,0.83287644,0.5145539,0.007640431,1.6938062631553648E9
