Sample Index	EXG Channel 0	EXG Channel 1	EXG Channel 2	EXG Channel 3	EXG Channel 4	EXG Channel 5	EXG Channel 6	EXG Channel 7	EXG Channel 8	EXG Channel 9	EXG Channel 10	EXG Channel 11	EXG Channel 12	EXG Channel 13	EXG Channel 14	EXG Channel 15	Accel Channel 0	Accel Channel 1	Accel Channel 2	Other	Other	Other	Other	Other	Other	Other	Analog Channel 0	Analog Channel 1	Analog Channel 2	Timestamp	Other
10.000000	23.373773	28.304705	-2.697078	3.783434	97.935225	114.864876	9.787721	-49.101738	115.528767	202.329306	110.214402	32.621413	110.023522	249.091829	285.113532	-98.305457	0.927044	0.883848	0.895096	0.850031	0.870772	0.892322	1.096515	533.464431	254020.034001	36.591723	1091.636525	1049.457643	85.623040	1693806259.398219	0.000000
11.000000	23.834093	22.071832	-11.085965	34.498651	109.338850	71.382519	-24.154823	67.953897	173.122408	126.541455	16.799705	81.197341	379.512126	211.919425	-128.376617	142.393004	0.936638	0.849636	0.833598	0.905934	0.926870	0.860600	0.927870	503.341443	239307.187572	36.595851	991.379678	973.740407	83.473418	1693806259.402219	0.000000
12.000000	24.078405	14.982320	-10.506554	66.121521	123.264608	-1.822885	9.966570	184.633861	191.909878	-14.880702	30.333220	251.716748	159.124325	-53.854133	158.095476	540.091480	0.917647	0.939374	0.913567	0.871354	0.871186	0.814597	1.006874	521.804290	260599.012787	36.608677	978.181669	1013.355561	84.638177	1693806259.406220	0.000000
13.000000	24.142662	7.226381	-1.334974	91.883750	75.520882	-6.109799	75.371060	194.449802	1.045632	30.159279	226.351397	203.199031	47.913520	172.269426	215.901330	50.912429	0.856325	0.822506	0.820476	0.867988	0.915415	0.866428	0.969888	462.951085	275833.636738	36.603090	973.615641	1034.726801	98.553254	1693806259.410220	0.000000
14.000000	23.199765	3.539256	8.987385	98.456036	34.599700	-7.362354	155.126285	109.255151	-45.842161	166.154836	220.137179	4.333653	127.169512	317.713670	24.611453	32.334265	0.811353	0.989869	0.968275	0.853945	0.912447	0.945417	1.049906	512.718801	274340.605011	36.598434	1070.003523	1036.413194	94.604720	1693806259.414225	0.000000
15.000000	23.368036	-4.535832	23.849407	83.064277	-11.618879	44.025487	181.437325	16.822556	60.153176	275.440273	7.996020	12.521803	234.298439	16.337939	88.906114	876.487769	0.988332	0.999235	0.969269	0.929303	0.945857	0.882466	0.943070	470.425027	261545.738676	36.607154	955.730567	923.766035	97.229519	1693806259.418229	0.000000
16.000000	22.305276	-6.444807	39.172030	81.629400	-24.285846	97.654999	107.806636	-72.819981	147.313288	122.254946	-32.900118	209.329808	108.100034	41.814545	575.158756	189.582271	0.827173	0.802402	0.924100	0.925630	0.997856	0.827371	0.958080	464.372837	232036.400023	36.591248	978.606902	991.164385	80.458309	1693806259.422228	0.000000
17.000000	20.401627	-7.756025	54.051572	53.296548	2.804495	120.807987	35.503514	50.261735	224.941836	-18.651306	150.911210	265.916609	-128.379608	635.444213	261.116843	-10.065917	0.924772	0.984865	0.954817	0.852051	0.838847	0.956084	0.999221	503.078871	240232.306352	36.596251	929.597260	963.502633	88.469310	1693806259.426224	0.000000
18.000000	19.372709	-10.224741	63.119282	26.172670	21.360913	133.650768	-46.161799	136.185391	108.415565	-19.833226	313.817871	-97.085624	382.991390	439.893534	-75.678253	429.264167	0.989176	0.910278	0.903050	0.831799	0.896286	0.941735	0.912597	469.977923	259468.496324	36.595226	1068.513827	991.067991	99.348361	1693806259.430224	0.000000
19.000000	18.241213	-7.842501	68.967759	-0.766832	66.795640	94.856599	-37.225268	156.070029	-52.764981	171.465392	139.553200	-22.870170	731.078471	-173.407787	215.640916	116.528393	0.990704	0.967425	0.906074	0.924394	0.960382	0.802238	1.089905	480.186531	234725.819041	36.591805	978.025759	959.457865	81.274415	1693806259.434226	0.000000
20.000000	17.035048	-1.393159	69.979312	-17.654414	101.565566	37.218901	64.725182	137.666564	-46.025807	260.225421	-13.415341	386.055468	92.514328	120.569603	342.946646	-150.724062	0.828187	0.999103	0.890268	0.985769	0.917523	0.932534	1.049245	485.016466	255851.965345	36.593192	943.757568	1033.265088	81.046722	1693806259.438229	0.000000
21.000000	15.439657	3.501737	63.025003	-17.649000	106.191257	-33.417060	151.126257	25.492758	106.350892	127.441161	39.247706	493.448974	-108.947499	264.438102	-65.221856	236.952519	0.980433	0.974904	0.843642	0.924968	0.805916	0.809348	1.028719	463.642739	228816.643485	36.607697	1080.796043	964.384814	84.557628	1693806259.442231	0.000000
22.000000	13.557434	7.455636	57.017432	0.088207	115.553448	-9.130537	172.364349	-46.982017	212.849749	-36.846763	515.145098	-47.864605	160.721384	94.513232	165.073419	185.187555	0.993129	0.893868	0.988705	0.968413	0.911235	0.875106	1.049038	469.617501	268713.688374	36.602512	1015.181745	1089.605745	84.336344	1693806259.446233	0.000000
23.000000	11.785784	13.806412	42.777876	24.358686	78.823700	15.246437	136.298582	5.153533	187.927740	-21.666664	499.210816	-21.500269	192.054004	-66.541021	354.514675	-85.344559	0.908393	0.843361	0.865659	0.956956	0.937235	0.947255	1.076193	487.799379	267647.578286	36.602715	1041.013502	1073.214473	86.294968	1693806259.450236	0.000000
24.000000	10.000000	21.506877	25.278719	49.043911	33.168474	80.650181	47.425043	113.611896	45.868053	321.032166	37.832536	247.964571	44.613167	244.028923	-33.877815	391.536008	0.899832	0.933320	0.990939	0.983343	0.918391	0.880724	0.943016	467.036771	235321.642417	36.598325	1030.630167	920.694359	89.927970	1693806259.454242	0.000000
25.000000	8.228477	28.276818	7.661338	69.373975	10.831980	113.175422	-34.562013	229.601592	-74.914694	458.468493	-30.973301	316.950198	14.662552	284.241530	111.454827	291.659201	0.841081	0.906753	0.959037	0.845555	0.806428	0.816064	0.968461	514.226056	251627.547623	36.591140	1088.461812	1091.955798	84.427203	1693806259.458234	0.000000
26.000000	6.632867	35.834242	-2.761580	94.761481	-6.050062	167.025200	-16.080459	183.856853	55.953752	239.246960	123.061992	64.777667	183.162619	84.172820	485.106662	-6.526822	0.961641	0.973344	0.898200	0.841533	0.987923	0.937918	1.032171	544.620978	236661.701300	36.604199	1050.882791	1087.522057	99.468503	1693806259.462234	0.000000
27.000000	4.845376	38.813607	-10.900872	86.903080	-4.770118	113.524160	52.989238	58.000623	343.595546	-1.128706	241.153812	-32.290227	319.825686	61.501558	145.146724	337.192440	0.884925	0.933316	0.807361	0.882263	0.856005	0.833371	0.908119	516.924366	260827.130471	36.592436	1018.511745	980.892426	80.860132	1693806259.466228	0.000000
28.000000	3.495128	43.629820	-10.414881	85.683472	22.449501	52.319384	126.671504	-14.161069	449.595601	-16.590146	136.303281	196.386263	68.423480	432.380000	56.581305	329.743271	0.822912	0.915396	0.844080	0.957907	0.997742	0.965311	1.038442	455.089322	249437.750636	36.608883	1093.250162	1048.901365	81.732705	1693806259.470229	0.000000
29.000000	1.360147	47.919445	-3.091772	65.567774	63.659816	5.301263	157.245534	13.366224	115.782652	182.409638	-28.874569	221.542857	2.899025	136.632809	223.101742	-181.787167	0.881300	0.872367	0.907645	0.848294	0.823405	0.909942	0.936348	545.526381	241857.280715	36.592383	922.968355	1045.185639	94.008949	1693806259.474232	0.000000
30.000000	0.390009	50.861139	2.062152	38.644050	105.157724	-19.483268	137.063736	194.056302	6.611880	242.511742	-24.463386	94.560788	289.944516	-41.144317	254.011346	440.589340	0.801904	0.863192	0.978104	0.955832	0.968845	0.821327	0.941669	520.985432	254891.784654	36.600078	1093.990416	1048.900220	97.031076	1693806259.478233	0.000000
31.000000	-1.078608	47.675941	15.695650	6.590385	136.503721	-6.604590	57.558407	372.216607	-11.323497	115.914467	172.490405	-5.420700	245.407681	267.172773	-153.912187	663.026393	0.920555	0.842863	0.837261	0.975172	0.876635	0.927053	0.955323	450.860959	272693.750214	36.605187	931.890658	997.756049	96.544758	1693806259.482242	0.000000
32.000000	-1.971657	44.068247	28.936296	-11.136759	111.790395	59.885024	-22.353909	394.871467	92.689036	-24.369869	209.232668	129.010732	-59.974241	306.214714	338.432990	-120.006989	0.929637	0.882466	0.836178	0.833759	0.977370	0.913822	1.089733	531.063329	259045.611589	36.599777	1076.421994	1043.511082	98.973756	1693806259.486244	0.000000
33.000000	-2.617815	38.914780	43.456289	-24.655757	72.426775	103.092925	-18.967111	81.919452	237.989853	21.792361	66.988396	363.750211	97.553383	-12.540999	744.794418	159.100791	0.944206	0.810563	0.803187	0.955299	0.958113	0.822326	1.061548	548.920885	259583.497370	36.599500	952.594553	974.922911	87.026269	1693806259.490236	0.000000
34.000000	-2.844876	37.005714	59.575344	-16.966187	34.764736	130.521213	92.174863	21.738424	159.730634	141.322621	30.866238	129.673508	271.269223	66.523090	77.924173	212.684301	0.884544	0.959055	0.931532	0.951001	0.924190	0.897500	0.988991	454.565534	231697.769517	36.601305	1061.635357	1027.590839	82.460848	1693806259.494233	0.000000
35.000000	-4.403415	29.824411	62.529019	6.956345	1.692733	127.918174	254.958031	-58.187635	55.592834	284.791097	109.607478	6.161641	178.970618	569.740270	76.603102	-21.194793	0.819296	0.848696	0.969967	0.976153	0.886393	0.954845	1.063081	523.363970	257124.901833	36.595009	984.391435	1028.905530	99.712814	1693806259.498233	0.000000
36.000000	-4.389846	22.006655	69.111311	33.627273	-5.417457	69.421587	346.631924	57.757447	-47.104765	130.149077	344.004244	71.079119	-142.090292	177.388759	369.463397	143.082623	0.805705	0.825447	0.929244	0.841630	0.866745	0.868358	0.932758	540.167195	241474.650402	36.591746	995.453873	928.846159	88.648650	1693806259.502237	0.000000
37.000000	-4.724885	14.748561	72.268462	61.401957	-11.941879	3.916944	153.329408	168.939012	35.519068	-25.471402	149.213796	366.226004	210.210455	-139.540182	141.467235	342.461632	0.831799	0.988535	0.995204	0.858427	0.960179	0.889601	1.029705	468.624656	247732.315704	36.596999	935.879759	912.772865	91.980980	1693806259.506233	0.000000
38.000000	-3.253418	9.281197	60.829669	85.758165	15.362059	-1.039933	64.126245	171.368097	129.524266	24.912597	-25.212766	151.705124	582.522667	169.362897	86.499009	33.831126	0.858959	0.941056	0.948783	0.852552	0.881894	0.878796	0.919122	509.834673	228353.875311	36.596727	1027.045122	1004.432165	88.994094	1693806259.510234	0.000000
39.000000	-3.357741	1.219638	50.125129	86.029814	64.277687	-24.814190	-21.686818	105.319860	271.929705	164.968474	-0.226437	-164.969435	299.151140	411.552114	261.735092	-9.031376	0.864201	0.857957	0.809898	0.950792	0.848455	0.839611	0.992603	511.383867	232140.272494	36.594627	1032.771962	983.662897	87.945000	1693806259.514235	0.000000
40.000000	-2.728092	-2.546437	37.327789	97.049530	99.822207	39.307353	1.379901	9.913865	126.650314	252.197271	193.062751	85.024696	-17.215697	41.974618	205.326168	207.227114	0.947347	0.868132	0.988593	0.849852	0.903142	0.840950	1.063740	506.881343	247213.280827	36.598034	1088.074595	908.025578	91.041967	1693806259.518237	0.000000
41.000000	-2.312082	-8.018957	20.562531	71.545162	119.153008	99.331220	27.050606	-34.774272	22.392502	127.253831	228.937096	483.298634	140.440830	-48.218158	-169.631687	52.614170	0.923695	0.850694	0.929112	0.808075	0.937327	0.801562	1.073971	533.752854	229970.536445	36.604508	922.532750	1093.700963	94.210474	1693806259.522237	0.000000
42.000000	-0.621543	-7.372883	7.322541	51.081940	109.800720	127.986542	104.114668	19.071756	-47.557873	-20.291701	66.024142	175.866006	267.509207	403.231637	167.892107	53.386054	0.810814	0.861596	0.820430	0.881082	0.818603	0.846334	1.039705	503.345782	238069.059852	36.602992	930.011541	1098.659864	97.318066	1693806259.526239	0.000000
43.000000	0.146172	-8.169849	-7.247232	22.193127	75.503302	157.685544	163.559300	122.389898	80.789943	21.359259	-126.133472	10.458537	99.441860	262.363105	269.148978	447.312159	0.965364	0.923096	0.907274	0.972397	0.807019	0.940136	0.974588	488.215032	252365.529707	36.603865	956.999346	900.482703	81.936498	1693806259.530242	0.000000
44.000000	1.711726	-7.818184	-12.260554	-2.487307	38.948937	97.407166	137.537402	233.806778	172.488603	149.654736	177.686641	16.170469	-21.567579	-15.207919	-54.389353	266.692907	0.830704	0.849536	0.961430	0.985054	0.895956	0.986481	1.038106	458.022570	240726.494900	36.594348	930.869328	1037.609983	82.155319	1693806259.534242	0.000000
45.000000	3.126306	-1.967909	-7.583658	-24.555973	-13.368546	23.525295	75.573791	124.712330	227.731901	192.100168	429.900864	207.601310	205.336506	133.160787	72.195921	-89.664116	0.930402	0.890770	0.937507	0.893213	0.934482	0.815394	1.041119	488.273535	241493.817492	36.606975	986.968187	1045.230410	94.257236	1693806259.538239	0.000000
46.000000	4.867963	1.037484	-1.953321	-15.171437	-36.997927	-13.529893	-12.345217	32.370591	72.542833	121.981524	146.830946	231.555621	219.438810	296.707225	295.549815	633.339938	0.917148	0.858180	0.957177	0.991130	0.916177	0.916768	0.983183	476.135463	256900.512108	36.602980	916.502237	956.406060	93.907693	1693806259.542240	0.000000
47.000000	6.649476	7.481776	6.974407	5.713309	-4.629407	-26.195016	-10.010793	-17.901656	-10.101699	-67.191928	-10.815163	71.556186	71.765969	76.912743	272.437985	203.434924	0.893796	0.998479	0.904958	0.953890	0.923653	0.883227	0.921144	529.938195	247165.283301	36.604364	1040.742205	1059.557415	95.483694	1693806259.546240	0.000000
48.000000	8.192919	14.495678	17.647459	16.767058	16.279430	28.407142	0.164497	-2.376515	-7.885678	-20.342117	-16.290179	-75.559742	-64.228732	6.137606	-174.820569	-207.149119	0.903941	0.812499	0.800274	0.940933	0.870249	0.899793	0.954507	492.203415	252194.535251	36.605910	1034.086464	956.369419	83.537409	1693806259.550243	0.000000
49.000000	10.000000	21.429072	33.837697	50.130889	62.420756	77.998824	98.241968	103.654758	134.365369	332.453955	225.058056	248.836580	278.649090	242.932848	562.615809	252.388903	0.946388	0.985821	0.828790	0.986327	0.927719	0.951378	0.934059	497.643841	252734.104688	36.605426	1035.109687	1023.886234	90.033255	1693806259.554244	0.000000
50.000000	11.753548	28.768605	47.279593	76.456145	92.539806	122.180298	143.709486	227.291860	271.768100	511.233623	227.909948	260.303907	249.639623	606.195459	205.139399	191.655954	0.981078	0.977098	0.929364	0.816425	0.940693	0.938306	0.958402	488.221813	228695.971584	36.609488	1033.987729	1002.228176	90.266964	1693806259.558246	0.000000
51.000000	13.600519	34.705510	60.116791	90.523443	135.157946	126.641003	171.933613	185.125577	147.716159	225.367437	80.917874	45.218547	68.638107	-77.409609	66.476725	-95.802983	0.896130	0.987909	0.852011	0.850832	0.823881	0.819393	1.015567	536.424601	228620.290875	36.596952	929.944820	1013.339841	92.269360	1693806259.562247	0.000000
52.000000	14.978106	39.108777	72.376505	91.894171	124.484576	106.940595	85.073681	58.806596	24.121160	-46.336395	-84.133409	-50.940378	-37.573906	112.422703	169.834349	292.150492	0.894233	0.824395	0.919549	0.996209	0.819997	0.911959	1.022904	452.163845	231902.380652	36.608390	916.909529	934.284069	89.584181	1693806259.566245	0.000000
53.000000	16.935953	46.464045	72.471446	93.221501	83.016131	47.423064	-11.229144	-38.283406	-42.296021	32.832580	78.720126	165.369658	337.844632	308.234451	352.364946	380.905784	0.864759	0.872843	0.871751	0.890130	0.984147	0.847418	0.978687	475.595737	242407.106247	36.598573	933.995623	984.860298	91.521649	1693806259.570244	0.000000
54.000000	18.462153	45.055173	74.401895	61.583919	33.393563	-6.067303	-5.275917	-18.524111	133.885186	142.458216	314.943503	363.585440	298.894742	132.781515	12.859034	-82.575257	0.922880	0.858464	0.895510	0.902666	0.882551	0.889190	0.960097	475.956756	277807.343355	36.606585	1076.969198	1007.702096	92.962267	1693806259.574246	0.000000
55.000000	19.515495	50.421079	60.763528	38.700533	-1.457719	-40.544728	28.229191	94.389731	391.429200	244.384395	237.939986	75.074556	33.467348	-138.825353	76.351337	221.530689	0.906320	0.882788	0.936042	0.887208	0.815161	0.906042	0.976696	514.496273	253221.418091	36.597714	960.046076	919.857246	84.848621	1693806259.578247	0.000000
56.000000	20.599066	44.938069	45.206683	12.357480	-28.159878	18.683055	85.250802	151.838929	160.323087	118.777182	-30.215527	-95.863735	106.436691	227.276223	317.063351	308.758018	0.915790	0.820332	0.967316	0.901798	0.907714	0.933620	0.909444	457.985955	251941.331025	36.603676	977.876436	1026.005308	97.026290	1693806259.582246	0.000000
57.000000	21.778088	44.260881	31.214462	-2.212950	-17.243602	59.856996	131.953124	155.595176	88.333254	-67.052681	29.306179	123.593408	595.662711	227.795664	132.410864	-65.590072	0.931103	0.981908	0.943120	0.827305	0.887556	0.981588	1.003268	504.202527	241206.590641	36.595842	987.882725	962.456325	98.926567	1693806259.586250	0.000000
58.000000	22.689440	40.023752	16.894189	-26.556255	18.245871	133.854478	180.022201	84.257304	-50.297815	5.305119	176.988613	301.437578	448.171804	-20.468366	51.723355	159.285995	0.888795	0.807374	0.921914	0.978215	0.810976	0.953774	1.096920	482.692591	246096.513761	36.595267	1088.296934	963.705479	87.482733	1693806259.590250	0.000000
59.000000	23.794015	35.631251	-1.722440	-7.541736	64.737686	169.368137	109.850276	-12.285140	18.137007	152.468360	302.101854	271.929097	52.538092	97.958860	191.447844	622.787826	0.915390	0.882072	0.903328	0.969153	0.876517	0.984293	0.968555	465.444309	245795.944898	36.601612	1085.721583	999.923566	96.620047	1693806259.594249	0.000000
60.000000	23.372449	29.172823	-13.547211	12.730424	93.827710	135.828888	2.731121	-12.797560	118.272310	260.292734	110.621487	-31.367709	101.276133	266.934074	207.236017	-123.258758	0.979610	0.815476	0.963711	0.956241	0.921684	0.813492	0.982591	461.410177	269355.090572	36.609109	1002.401129	1092.273830	80.347240	1693806259.598247	0.000000
61.000000	24.698096	22.039211	-18.407308	33.775618	107.852419	69.417107	-21.490315	143.566159	261.855171	131.427150	-59.890126	165.403446	381.226025	193.409466	-102.793067	187.653909	0.916472	0.966932	0.870635	0.908912	0.976792	0.907464	0.965324	453.029027	240362.997134	36.605527	1070.120283	957.585046	85.795815	1693806259.602248	0.000000
62.000000	23.517694	14.753402	-4.660417	63.560378	120.555392	10.654412	-7.652088	289.442734	162.416541	-1.858163	62.614970	290.072917	146.616535	7.493643	158.017298	317.169187	0.915124	0.937186	0.882095	0.899639	0.961373	0.848317	1.007671	499.551446	258205.631243	36.606473	931.480547	986.689232	85.340274	1693806259.606268	0.000000
63.000000	24.153933	9.258247	-7.756920	76.672997	72.301287	-6.362081	74.813542	359.691910	24.879956	10.980557	211.001565	164.997649	-30.685380	151.952631	629.067096	22.218723	0.931161	0.924806	0.931966	0.840575	0.812703	0.894266	0.991494	514.983702	234829.309078	36.605851	959.737121	935.408818	85.505419	1693806259.610290	0.000000
64.000000	23.711587	2.242691	7.384473	102.126291	37.000727	0.157432	166.282563	101.307700	-71.363052	174.228711	212.325203	-40.442676	122.832403	340.773972	41.043255	61.905390	0.867070	0.962163	0.964329	0.980532	0.904366	0.923188	1.021244	497.381017	228290.140495	36.594173	1051.883972	932.808173	97.580843	1693806259.614296	0.000000
65.000000	22.202930	-2.619357	23.166413	92.556066	-2.043138	34.843649	147.489587	28.379224	64.929152	309.438472	7.896639	53.758401	212.856117	106.262842	64.022633	552.043773	0.953462	0.971484	0.867807	0.940354	0.825221	0.877534	0.949072	531.086262	240485.255241	36.594134	925.105721	1024.210180	85.746423	1693806259.618278	0.000000
66.000000	21.701379	-6.893272	38.201886	73.327819	-27.594294	100.911990	115.534032	-8.793725	170.839524	129.982589	-31.740334	180.507731	117.610791	-43.591939	504.594226	19.762040	0.897073	0.808837	0.846353	0.915665	0.936445	0.986133	0.986339	531.139097	230956.700828	36.606388	1032.027500	966.546943	87.689296	1693806259.622289	0.000000
67.000000	20.960528	-5.379668	54.978642	51.966678	1.740855	158.087663	38.917449	27.043339	254.662633	-29.130829	326.355696	253.468484	-37.394568	518.262013	142.182427	-114.826344	0.959263	0.850835	0.867439	0.852902	0.871941	0.948308	1.006064	501.613119	249163.806060	36.601733	988.056364	990.088041	81.646324	1693806259.626255	0.000000
68.000000	19.496519	-6.916721	61.833098	23.641469	27.498219	154.818295	6.258870	158.454171	107.944976	8.291207	346.903680	40.965955	159.207199	408.497285	-3.381645	509.419297	0.907130	0.927991	0.879205	0.915832	0.975012	0.898771	0.976006	491.151435	244475.515088	36.599264	1016.783218	959.259605	98.596648	1693806259.630290	0.000000
69.000000	17.920088	-6.793404	65.638745	-1.662200	66.512712	86.345596	-6.230530	149.596190	-47.160192	178.986219	138.733712	14.284487	241.125953	-12.139769	223.459479	139.825775	0.843943	0.809739	0.836515	0.973092	0.956560	0.802694	0.928225	451.904262	265962.040813	36.591051	1053.071083	988.142999	85.066093	1693806259.634291	0.000000
70.000000	17.071396	-5.395970	72.883243	-10.571768	106.092522	26.164434	116.934860	150.754283	12.386165	213.946335	-16.212127	181.632282	64.837682	120.501913	255.705334	94.866284	0.876001	0.969649	0.988861	0.811131	0.958216	0.807467	1.089169	529.689445	268498.806577	36.591150	1042.994816	1005.672092	81.356204	1693806259.638298	0.000000
71.000000	15.194969	0.577637	68.803641	-17.665244	133.309838	-9.288488	283.003541	28.088990	103.297915	113.540686	75.589186	259.134464	11.198377	268.234308	-1.268893	388.026258	0.817750	0.913985	0.851133	0.934456	0.899288	0.958317	0.979012	515.837269	260124.559332	36.590541	1076.587595	912.209850	97.619428	1693806259.642293	0.000000
72.000000	13.438935	6.493463	54.812465	-4.350497	111.983614	2.193763	134.022038	-21.928575	246.674533	-6.196984	193.591855	-33.772680	257.086362	58.343201	156.686771	172.465820	0.990420	0.937598	0.881090	0.864900	0.891668	0.956327	0.912663	479.924765	261919.977696	36.598092	1002.672875	1096.709310	85.852206	1693806259.646298	0.000000
73.000000	11.764372	13.971686	42.982989	22.137289	85.051870	25.034285	111.616530	20.085993	164.599521	-32.045013	265.801219	54.159408	334.005944	13.001203	314.088319	-18.569082	0.981311	0.835710	0.949002	0.847283	0.843857	0.873013	0.991680	522.699258	239482.019879	36.599832	1002.174256	903.967105	99.811556	1693806259.650294	0.000000
74.000000	10.000000	21.534051	25.970061	46.826330	35.128045	83.229216	32.782689	104.486535	35.181238	350.255966	28.322675	247.039105	-37.153157	282.567476	37.247808	707.739552	0.968705	0.839288	0.859705	0.929579	0.804255	0.837080	1.004754	522.734231	240357.249251	36.590839	1050.443722	1056.529461	94.986113	1693806259.654295	0.000000
75.000000	8.172822	29.073005	8.763568	74.970871	7.065294	114.813735	9.103669	147.626925	-51.630231	471.184189	-84.014273	272.620563	-50.592064	335.246988	-32.381765	522.962468	0.950051	0.941734	0.975428	0.878638	0.841497	0.982681	0.940793	493.229286	245992.500596	36.595691	946.778892	1054.891758	83.956937	1693806259.658296	0.000000
76.000000	6.469549	34.626719	-5.986040	91.771444	-18.010573	161.473913	-23.754110	162.751549	7.971121	272.603830	132.298922	34.806200	471.959966	-67.473802	436.478276	-205.474080	0.960586	0.810566	0.985296	0.962974	0.944798	0.849066	1.030459	522.771081	251398.441246	36.602149	987.675055	1036.354928	81.908958	1693806259.662297	0.000000
77.000000	4.984893	39.270025	-11.797347	106.346645	1.616606	100.531806	49.038539	57.550954	196.178706	-70.324167	274.375137	37.800054	402.397363	37.463882	140.639833	344.840595	0.828875	0.918876	0.807597	0.976325	0.954818	0.928065	1.013257	481.760101	239396.943205	36.599692	1020.902714	902.401197	94.479703	1693806259.666303	0.000000
78.000000	2.943402	46.398527	-10.864757	92.818844	19.435278	49.797769	122.127855	-41.221582	267.706891	35.917465	147.115377	182.722463	-59.866115	344.696132	7.230069	388.522646	0.922973	0.897975	0.903473	0.919407	0.929916	0.846618	1.094353	514.931610	262244.849809	36.608291	937.616836	1056.270566	90.297892	1693806259.670289	0.000000
79.000000	1.296169	49.464589	-13.737605	62.340462	62.597785	-9.441014	173.443831	22.503298	128.497369	188.488186	-56.478873	589.328196	25.527622	135.558393	527.030412	109.993008	0.809363	0.947095	0.963726	0.981368	0.935438	0.892703	0.997889	532.858025	233775.528893	36.604367	919.036994	986.651062	84.038336	1693806259.675608	0.000000
