nose x,nose y,nose c,left eye x,left eye y,left eye c,right eye x,right eye y,right eye c,left ear x,left ear y,left ear c,right ear x,right ear y,right ear c,left shoulder x,left shoulder y,left shoulder c,right shoulder x,right shoulder y,right shoulder c,left elbow x,left elbow y,left elbow c,right elbow x,right elbow y,right elbow c,left wrist x,left wrist y,left wrist c,right wrist x,right wrist y,right wrist c,left hip x,left hip y,left hip c,right hip x,right hip y,right hip c,left knee x,left knee y,left knee c,right knee x,right knee y,right knee c,left ankle x,left ankle y,left ankle c,right ankle x,right ankle y,right ankle c
0.37757835,0.42677552,0.2611117,0.37274373,0.4238988,0.26051277,0.37466204,0.4353412,0.23625197,0.37828,0.42344397,0.33668566,0.37631103,0.45657945,0.3997916,0.3972329,0.4122386,0.3140156,0.3943326,0.472104,0.20894952,0.36075276,0.40056747,0.18856785,0.34440324,0.4896667,0.1433027,0.32627246,0.41664523,0.22479482,0.34783328,0.45101273,0.15807828,0.48108003,0.41685605,0.39300093,0.4698196,0.45821294,0.31915268,0.5668727,0.4132856,0.26192585,0.5544443,0.46578497,0.2630634,0.6741296,0.43438172,0.39943302,0.66435844,0.45546728,0.3952825
0.449378,0.41737837,0.25007161,0.46236593,0.41081864,0.26207933,0.4648599,0.43025696,0.17320675,0.4624551,0.40981457,0.29314607,0.46681032,0.4621228,0.17633955,0.4424865,0.40502638,0.22151066,0.4453629,0.47129902,0.12712158,0.45414037,0.4148991,0.12205641,0.5248122,0.5014589,0.14769611,0.35553503,0.41023844,0.124210864,0.39462894,0.4492731,0.09321515,0.46523425,0.4177826,0.31529924,0.4614397,0.45757458,0.2265679,0.5548455,0.41512966,0.27549478,0.5468766,0.45438832,0.35514176,0.6726346,0.43402278,0.413798,0.6620059,0.45531544,0.3493252
0.50617313,0.43798023,0.23401494,0.5075426,0.42664176,0.2521913,0.50775385,0.44923443,0.305138,0.51204956,0.42486268,0.2530677,0.497058,0.46691787,0.1704188,0.47033882,0.39949903,0.2681136,0.50103307,0.47198445,0.25798726,0.5312078,0.3971203,0.20681664,0.53064466,0.4908242,0.28270307,0.53704804,0.41608727,0.14028701,0.528774,0.49048865,0.22745304,0.4485937,0.40762037,0.29903975,0.46027315,0.4534509,0.30063236,0.5516248,0.40880454,0.33336237,0.53589904,0.4638734,0.36328012,0.6562548,0.43033594,0.36802813,0.6623107,0.4502362,0.31448352
0.49349993,0.43835613,0.18267962,0.507446,0.42806372,0.26111355,0.507355,0.44989413,0.31496304,0.51267886,0.42613208,0.24949428,0.49697995,0.46610165,0.1821486,0.47103798,0.4010968,0.267283,0.5010581,0.47097516,0.26395634,0.53086275,0.39695448,0.21260837,0.5295678,0.49250874,0.2641217,0.4346282,0.40741464,0.108474344,0.5278667,0.49010918,0.21814434,0.46542162,0.40821442,0.29244933,0.46096587,0.4503803,0.32949212,0.5526144,0.40719756,0.34711978,0.53514457,0.46473047,0.36166826,0.6573829,0.4312315,0.37847352,0.64927006,0.45056868,0.24831775
0.46948716,0.42761886,0.19054252,0.46781218,0.41817576,0.2901406,0.4714913,0.44399428,0.23131764,0.46888745,0.4199872,0.25908992,0.47158417,0.46130818,0.21037996,0.4630193,0.40184695,0.27983224,0.4485292,0.4605167,0.20487593,0.4519055,0.40893507,0.099149466,0.52992195,0.49861774,0.2449278,0.41171044,0.40372163,0.09110604,0.5258402,0.49413413,0.25094822,0.48521003,0.4101965,0.3102674,0.47991866,0.44782218,0.33683586,0.56406546,0.41018638,0.32695624,0.55032253,0.46584892,0.25805187,0.6570544,0.43007597,0.372701,0.6608983,0.44970164,0.30458212
0.45908833,0.42454642,0.20292516,0.45659202,0.41605696,0.29953143,0.46128088,0.43921646,0.2623566,0.46002275,0.41104802,0.3786768,0.46423233,0.45621333,0.25734505,0.45969778,0.3991724,0.30009696,0.44626045,0.4587353,0.22869755,0.43251824,0.40987837,0.14722489,0.52747875,0.5036135,0.26140487,0.39752698,0.40709004,0.10607423,0.5247866,0.4900238,0.2486219,0.4867942,0.40840656,0.32706502,0.48082635,0.44839722,0.34993348,0.5616149,0.40799004,0.31063458,0.54520226,0.46683127,0.2430461,0.65914845,0.428421,0.36416668,0.66115403,0.448117,0.3017604
0.4323089,0.4244035,0.20092717,0.42804894,0.4171158,0.2939071,0.41820964,0.43615925,0.24377857,0.4340986,0.41773129,0.26599795,0.4371557,0.45373416,0.34888145,0.43950126,0.40178192,0.3183247,0.42588946,0.45866108,0.26686004,0.4321651,0.4070369,0.16445877,0.5250565,0.5042545,0.25376838,0.37261543,0.405693,0.16202973,0.34896657,0.4464682,0.15216756,0.48655128,0.40839446,0.365966,0.48068532,0.44982815,0.37833938,0.5620325,0.4067721,0.33086804,0.5321023,0.48819917,0.38009968,0.6589942,0.42849943,0.3999399,0.6596085,0.44741043,0.30947635
0.4387002,0.42496878,0.20649748,0.43698168,0.41992098,0.2022593,0.43995827,0.4385925,0.27740675,0.4419424,0.41755998,0.25652096,0.44458544,0.4554205,0.2685732,0.44357932,0.40156803,0.28362992,0.44409785,0.46209309,0.20997794,0.43502408,0.40956813,0.09286608,0.5275962,0.49789208,0.271236,0.40127814,0.4074336,0.09529409,0.5248252,0.48777363,0.2585446,0.47026154,0.41023535,0.31642336,0.47760046,0.4495103,0.3392378,0.55929756,0.40696833,0.34259036,0.5328936,0.4853832,0.3597639,0.6692797,0.4293927,0.48416978,0.66049707,0.44671044,0.32914436
0.4147364,0.41080838,0.18698312,0.4000991,0.4074698,0.2867793,0.41551372,0.42124432,0.19819403,0.4191388,0.40736604,0.2751803,0.42048,0.4393254,0.27961862,0.42499012,0.40417498,0.2858072,0.42263982,0.4493453,0.27106023,0.3888275,0.4057402,0.1337226,0.33856297,0.48211023,0.09263901,0.32289746,0.4192843,0.18240693,0.3434996,0.446162,0.11041917,0.47862017,0.4150462,0.3185083,0.47647238,0.4472085,0.36309236,0.55933493,0.40774855,0.31764388,0.55289954,0.44426697,0.31075525,0.65835476,0.43248135,0.3733303,0.66082066,0.4479174,0.3220008
0.43454945,0.4075306,0.21212816,0.43166697,0.40344453,0.23632953,0.43542084,0.41870353,0.2203149,0.43496954,0.40416026,0.31402802,0.43725502,0.43933344,0.2847961,0.42839783,0.40296954,0.29053947,0.42636037,0.45080942,0.28791982,0.38839436,0.40454972,0.13386203,0.33843315,0.48387265,0.09340265,0.32117626,0.41942677,0.20367281,0.32468444,0.44634682,0.12247619,0.48200625,0.41507405,0.34202296,0.47906798,0.44820425,0.3848747,0.5618419,0.40912127,0.3098478,0.55287266,0.44753346,0.31790847,0.65930164,0.43282998,0.39479238,0.66012883,0.45053396,0.307149
0.4182263,0.40681136,0.18153396,0.40418026,0.40250313,0.33375096,0.41702148,0.41896594,0.1690186,0.406542,0.40598625,0.31368488,0.41830647,0.44196126,0.1950238,0.4210759,0.4021275,0.26047823,0.40795237,0.45558044,0.29667628,0.36691377,0.39522505,0.13010006,0.36459514,0.48031962,0.0848496,0.330018,0.4164185,0.18788113,0.3487804,0.4477912,0.12709254,0.4792479,0.41591036,0.33846232,0.47751838,0.4505176,0.37068626,0.55460906,0.40756667,0.3450861,0.54551077,0.446588,0.34992635,0.6556282,0.4316687,0.42534393,0.65587705,0.45001918,0.3257929
0.4333701,0.41840145,0.18867983,0.4281102,0.41029534,0.24377571,0.41779932,0.42981488,0.17514111,0.39335537,0.40987584,0.41280323,0.40808457,0.4565811,0.2644557,0.41861805,0.39761338,0.2601096,0.42025954,0.47065502,0.15320884,0.36472124,0.39527032,0.1417984,0.34472772,0.48961014,0.119430035,0.33668476,0.4148656,0.18293273,0.35303867,0.4497666,0.13535169,0.46930343,0.40953848,0.3324473,0.46650982,0.45340633,0.34866557,0.55844605,0.40491694,0.34643358,0.5426557,0.46353126,0.30018926,0.66716594,0.42922437,0.42687005,0.6592063,0.45201346,0.33562502
0.3649739,0.4223479,0.2723893,0.35937545,0.41793513,0.23323299,0.3546871,0.43043622,0.27065942,0.36748147,0.41653585,0.3271628,0.35930797,0.45194826,0.43868068,0.38152215,0.4063586,0.35422257,0.3831192,0.46833736,0.34442526,0.32756853,0.3878573,0.20896201,0.3325775,0.505686,0.14104626,0.31718823,0.41976807,0.25393912,0.32090542,0.46318996,0.1473985,0.4869691,0.41457865,0.40367925,0.48615146,0.4585836,0.33311698,0.56459427,0.4075508,0.29093754,0.5638739,0.451607,0.3803946,0.6689867,0.43295667,0.43231168,0.6612774,0.45478225,0.3740573
0.33208296,0.41959518,0.36032414,0.32458687,0.42101717,0.43810362,0.32757044,0.42301995,0.34802213,0.325234,0.4301713,0.45138416,0.331111,0.43306857,0.29466167,0.35817236,0.43781543,0.4060733,0.3644931,0.44241208,0.44728667,0.34979457,0.42789584,0.16174465,0.3605731,0.4584207,0.18884827,0.3241566,0.4283094,0.23170678,0.3412612,0.44208714,0.1845589,0.48800027,0.43252003,0.4106578,0.49053258,0.443933,0.49918273,0.57161474,0.42461678,0.43944165,0.57014966,0.44240078,0.36637783,0.6739957,0.44294676,0.41755205,0.6668202,0.4549089,0.4200292
0.33260903,0.41862473,0.27379465,0.32632807,0.4202671,0.32380468,0.32979712,0.42262024,0.2832,0.32903433,0.43130764,0.26418465,0.33224046,0.43463096,0.33181515,0.34966406,0.4355095,0.32688913,0.35734653,0.44291615,0.36843583,0.32895607,0.40111503,0.19756502,0.3505424,0.46816373,0.1474346,0.31716794,0.42776442,0.22567797,0.32114485,0.42308804,0.26182953,0.47422725,0.43097687,0.32678103,0.47751725,0.4427153,0.44626153,0.5611093,0.41967782,0.39942592,0.5635381,0.43748283,0.35833734,0.6654532,0.4420291,0.40608817,0.6620377,0.4523513,0.40535623
0.3431723,0.42498505,0.32783335,0.33482885,0.4261224,0.4351561,0.338907,0.43220317,0.36569846,0.3363162,0.43322408,0.33804148,0.33819985,0.45329985,0.40932193,0.35575044,0.42730445,0.307317,0.37253344,0.46254313,0.33004543,0.32505107,0.3920722,0.19219257,0.34543833,0.47430986,0.13784124,0.31964484,0.4193272,0.22629169,0.32411015,0.45588765,0.118930005,0.48333976,0.42607236,0.43310001,0.4851961,0.44824475,0.49037844,0.5701161,0.42122877,0.4219936,0.5627969,0.4391572,0.37324965,0.6712711,0.44090757,0.41629246,0.6652013,0.453398,0.4424306
0.33058926,0.43274766,0.39677846,0.31809273,0.42891893,0.38061637,0.31937996,0.43468544,0.33726034,0.3264042,0.43602297,0.35818878,0.32626933,0.4491148,0.3238416,0.36327076,0.42951617,0.42331192,0.3645,0.4629991,0.4689035,0.33682787,0.40597075,0.25413522,0.33825943,0.48670515,0.21920842,0.3124306,0.42504936,0.2505129,0.32141295,0.46074304,0.20156746,0.49082816,0.43153256,0.4944962,0.49072856,0.4518239,0.5415518,0.5763433,0.42446098,0.43243068,0.5715673,0.44835365,0.4405636,0.6732244,0.4434446,0.5655927,0.6669971,0.45729908,0.539536
0.34968254,0.43463275,0.36851045,0.34276175,0.4332337,0.46721885,0.34518823,0.4423736,0.35916725,0.35103738,0.4327998,0.3407465,0.35168785,0.4506069,0.37729907,0.38359365,0.42130515,0.4209018,0.38462138,0.46336406,0.41377255,0.35658544,0.41015238,0.24796683,0.35017902,0.4783544,0.20738524,0.31406856,0.428315,0.218311,0.33265287,0.46668386,0.17683843,0.50167793,0.42285237,0.48069236,0.49907467,0.45274526,0.47068673,0.5830396,0.4232344,0.35678056,0.5751891,0.4504333,0.41398603,0.67469424,0.44071993,0.50962234,0.66586065,0.45919538,0.42560664
0.3435771,0.43886194,0.3881694,0.33429343,0.4323941,0.31504115,0.33621156,0.44042897,0.31481794,0.34649703,0.43449184,0.34268197,0.34789824,0.4563516,0.4265795,0.37800333,0.4199794,0.40359822,0.3782001,0.46508354,0.3833981,0.32800213,0.3965555,0.21822892,0.3365817,0.48831397,0.15530412,0.31547987,0.4196781,0.21572761,0.32041204,0.46259356,0.17196417,0.49333256,0.4273418,0.42805195,0.49373585,0.45563346,0.4559621,0.5759355,0.42570454,0.42313886,0.568051,0.4529376,0.4635163,0.6712018,0.44351336,0.5038799,0.6626977,0.463119,0.36204582
0.34210682,0.43690515,0.27743575,0.33358103,0.43527663,0.31537953,0.33587107,0.44313258,0.3026882,0.33792108,0.43428314,0.35154507,0.34156096,0.45454115,0.4202058,0.37467265,0.42189825,0.35916114,0.37500447,0.46801102,0.35339513,0.32822886,0.3996122,0.20630552,0.3380862,0.50126404,0.19492356,0.3169583,0.4226379,0.19352022,0.3233141,0.46610904,0.16591321,0.48798797,0.42578754,0.42612132,0.49089453,0.45780402,0.3848946,0.57277983,0.4259853,0.3813457,0.5650314,0.45489928,0.4474651,0.66685843,0.44152415,0.5045768,0.6614636,0.46239758,0.3522572
0.3385082,0.43554652,0.40573618,0.32935777,0.43436134,0.39114496,0.33141896,0.4340075,0.31696394,0.33230275,0.44502008,0.3726812,0.33507705,0.4413736,0.4020822,0.36827338,0.44741136,0.38975906,0.37015817,0.44264585,0.34208432,0.36240873,0.46373424,0.1721388,0.3656919,0.45513386,0.16113836,0.33818698,0.45015812,0.13731411,0.34534213,0.4592279,0.16121309,0.48647702,0.44199216,0.3969912,0.48949587,0.44427037,0.4586692,0.5642936,0.4376654,0.41321883,0.5689546,0.44494915,0.4182355,0.6626491,0.45379293,0.4357816,0.66296124,0.4579047,0.44096583
0.33069444,0.43400747,0.30101904,0.3268896,0.43918484,0.51339597,0.33069602,0.4365033,0.4527053,0.3288682,0.4554003,0.3714544,0.32697862,0.43503553,0.35053456,0.36318243,0.4664466,0.4282185,0.36287284,0.4238771,0.4580364,0.3533615,0.48147082,0.1684494,0.35987055,0.41490942,0.17431027,0.33798277,0.46651953,0.20831826,0.3367713,0.4447171,0.18403208,0.49070704,0.4535379,0.41898787,0.4910904,0.4329519,0.52939856,0.5606061,0.4511268,0.49863476,0.57299954,0.4414693,0.4209793,0.6564351,0.4593216,0.35678056,0.66179967,0.45507663,0.52587926
0.35176933,0.43382394,0.36479414,0.3457006,0.43600103,0.4576555,0.34907675,0.4315377,0.45958582,0.3474382,0.45052904,0.39614576,0.3498517,0.43333006,0.4038307,0.3741556,0.46150896,0.33818135,0.37673914,0.43241116,0.3326474,0.3330679,0.5046021,0.15726903,0.34196317,0.41645393,0.098523006,0.31942824,0.46469173,0.19029479,0.3149674,0.43747878,0.18155223,0.48465246,0.4479911,0.38262728,0.48785692,0.44478244,0.4360372,0.56713,0.44473287,0.40062833,0.5733222,0.45382056,0.45050642,0.65755475,0.45388994,0.47520527,0.6593655,0.45981842,0.42600054
0.4013774,0.42925042,0.26009765,0.3985151,0.4285762,0.30396545,0.39942515,0.43700385,0.24161443,0.40140784,0.43615198,0.26675123,0.4016598,0.45954615,0.28004956,0.40472734,0.42581815,0.2761672,0.40153843,0.46834597,0.31800264,0.3687006,0.42128623,0.13145725,0.36726022,0.4921603,0.10280955,0.34371448,0.43175134,0.1274098,0.35060138,0.4716251,0.15198195,0.47999156,0.4366444,0.33032942,0.48155212,0.46436703,0.35917148,0.5627256,0.43432635,0.2948307,0.56081796,0.45912808,0.39215356,0.66121197,0.44938847,0.46868464,0.65708405,0.46656793,0.36441064
0.38656816,0.43561804,0.29961103,0.39551282,0.43855214,0.21902762,0.38581344,0.43928802,0.3542142,0.38709208,0.44713852,0.37497625,0.38667566,0.4500069,0.2862548,0.40103012,0.44524798,0.21996962,0.39477503,0.46102247,0.23862836,0.36401162,0.4724422,0.09190151,0.36434263,0.4729216,0.071378686,0.344128,0.44590366,0.09711894,0.34455663,0.4526717,0.12532826,0.46412796,0.44676405,0.3465704,0.4652526,0.46325344,0.34501374,0.5514694,0.4438492,0.35405654,0.5541145,0.46268713,0.40469614,0.6649779,0.45548698,0.4180064,0.6654193,0.47066984,0.36231694
0.3337583,0.43534565,0.32175887,0.32757872,0.44367242,0.4946016,0.32849732,0.43256605,0.39188808,0.3327781,0.46071714,0.38407248,0.3307316,0.43357944,0.3672982,0.35700232,0.4758669,0.42567793,0.36046407,0.4246857,0.41291788,0.34418458,0.5019672,0.20746608,0.346297,0.40162402,0.17285773,0.3241679,0.46507102,0.21419197,0.31889623,0.43101352,0.25759417,0.4751225,0.4644602,0.38038278,0.47473833,0.44148394,0.4579465,0.5608846,0.45552886,0.3685332,0.5625723,0.45374677,0.39770466,0.6640354,0.46572375,0.3488823,0.66568494,0.46406424,0.3075102
0.31718,0.44010803,0.36273614,0.31135184,0.4462871,0.5385347,0.31228605,0.43905532,0.44666845,0.31107166,0.46125954,0.38818744,0.30945486,0.44232664,0.38607976,0.34749615,0.4729497,0.43508467,0.3425002,0.43749058,0.39602888,0.35499677,0.49011946,0.22630948,0.35488027,0.40836602,0.18977925,0.31998134,0.46308422,0.26620758,0.31741595,0.436079,0.31796694,0.4815759,0.4587397,0.44114965,0.4811719,0.4542421,0.48105097,0.57482505,0.4497469,0.5026667,0.5728089,0.46052048,0.43314505,0.67518777,0.46165836,0.34149843,0.66508245,0.471169,0.40726694
0.3326586,0.43969733,0.33096117,0.32507122,0.4432659,0.39276496,0.3279199,0.44220334,0.322459,0.32463914,0.4574657,0.301448,0.32406485,0.45344412,0.37696412,0.347782,0.46610403,0.3528806,0.35204524,0.46419334,0.35560918,0.33893406,0.49189946,0.17771511,0.35458755,0.48933285,0.12310723,0.32122642,0.4585718,0.2235855,0.33948526,0.4606155,0.15974823,0.47979397,0.4561796,0.3513519,0.4777707,0.4637544,0.41313148,0.5610303,0.4477405,0.41793847,0.5590491,0.46374366,0.45656437,0.6700722,0.46079266,0.3625784,0.6655147,0.46852642,0.37721556
0.33764458,0.44726238,0.3154775,0.3315596,0.4515512,0.36398217,0.3343627,0.45129904,0.33371744,0.32497114,0.46422088,0.40964222,0.33103245,0.46094257,0.29339772,0.34974158,0.46729726,0.2871074,0.3538873,0.4806119,0.3272953,0.34759694,0.47886512,0.10847668,0.36887515,0.49524125,0.12321185,0.31876796,0.4442764,0.22263108,0.34290493,0.4609674,0.14971247,0.4745637,0.45133373,0.35297912,0.47427678,0.4681921,0.41284207,0.57216537,0.45003554,0.3997685,0.55849075,0.46790797,0.29092482,0.6765651,0.4620847,0.5096554,0.6630502,0.4746464,0.4059426
0.36524758,0.44887495,0.2878888,0.34990555,0.44803035,0.40291983,0.35206944,0.45637676,0.264181,0.35484123,0.4476292,0.345223,0.35532495,0.4751634,0.40733013,0.38124847,0.43487808,0.32621276,0.38021588,0.49678907,0.32382858,0.3384374,0.41785008,0.17381789,0.3520783,0.523474,0.1829288,0.31064314,0.439573,0.30333,0.3377415,0.48548445,0.16899382,0.48143607,0.44080314,0.3808507,0.47953135,0.4880383,0.35988098,0.56854856,0.44248962,0.35734302,0.55380774,0.492411,0.31900904,0.6729437,0.46041632,0.45626593,0.66368544,0.48145446,0.31088895
0.41395292,0.4627033,0.15907371,0.38583124,0.45578405,0.32908165,0.41527027,0.47545755,0.24794726,0.39667603,0.45439285,0.23735633,0.40196443,0.49932835,0.25620583,0.3928731,0.43499562,0.2399537,0.39965233,0.5194987,0.19471715,0.35378858,0.39189845,0.08610581,0.3537131,0.53158736,0.12082166,0.3403334,0.43156347,0.22907844,0.35972282,0.4709993,0.16939545,0.44422242,0.4374606,0.32545903,0.44627112,0.5023124,0.2856915,0.54547095,0.43947932,0.34384352,0.5311538,0.50342363,0.40267816,0.6713226,0.46261716,0.5116635,0.6536821,0.4773535,0.33215478
0.39857996,0.4535963,0.24528094,0.3948238,0.44935557,0.29281795,0.39750683,0.46509227,0.2325642,0.38403007,0.4466462,0.347022,0.39925313,0.4939636,0.33550367,0.39721853,0.42862675,0.2515582,0.39733338,0.51451325,0.22235805,0.36419886,0.4037838,0.082690746,0.3546087,0.5323198,0.12969376,0.32828623,0.4326726,0.2255185,0.34693033,0.48792094,0.14343438,0.44778308,0.43703395,0.31702572,0.45810685,0.49552584,0.31841713,0.5614089,0.44509825,0.34467477,0.5485113,0.49328423,0.26704612,0.6696708,0.46238434,0.5137367,0.6512375,0.4761265,0.3361392
0.39657518,0.45337877,0.29703248,0.39151573,0.4508296,0.35394526,0.3929487,0.463372,0.23156714,0.38507336,0.45142394,0.4123847,0.39373225,0.48640296,0.33244854,0.41125035,0.43471807,0.32299533,0.41427967,0.5044096,0.30540597,0.38871142,0.42669365,0.12907048,0.34923312,0.52454233,0.14517666,0.31862178,0.43685937,0.30853194,0.36262846,0.48826683,0.1612781,0.4856678,0.44313523,0.38397545,0.4844094,0.49670625,0.35857266,0.5712127,0.44773948,0.30027145,0.56067276,0.4927022,0.30631146,0.6662932,0.46405935,0.5395967,0.6506221,0.47937307,0.39091963
0.43070966,0.45950782,0.26946515,0.42559147,0.45616886,0.3359628,0.41923782,0.4726957,0.29676658,0.42854863,0.45599616,0.2749766,0.42261267,0.49958986,0.35341263,0.41823578,0.43379807,0.2793273,0.42428732,0.51464045,0.31875467,0.35308108,0.39989924,0.10631725,0.33509868,0.53393805,0.23337865,0.31928268,0.43933496,0.27962035,0.3222754,0.49002796,0.2055622,0.4675721,0.42942783,0.2625805,0.46693122,0.5056977,0.3139275,0.54945385,0.44297993,0.31521204,0.5427336,0.49810907,0.31951207,0.65620375,0.4614898,0.4659045,0.649774,0.4798686,0.3666888
